__v,_id,approved,audioPlayer,audioShuffle,audioSticky,audioVolume,audios,availabilityStatus,avatarPosition,avatarUrl,backgroundDuration,backgroundLoop,backgroundShuffle,backgrounds,bannerPosition,bannerUrl,bio,contactMethods,createdAt,customization,description,displayName,featured,featuredProjects,github,headline,isPremium,isStaff,isVerified,lastSeen,likes,linkedin,location,premiumFeatures,profileBackgroundPosition,profileBadges,profileImages,role,roles,slug,status,tags,tools,twitter,updatedAt,userId,username,verificationBadge,views,website,weeklyLikes,weeklyViews
"""696eaac2c29dd0c813ccfd5b""","""696eaac0c29dd0c813ccfd49""",jerusalemm2398,jerusalemm2398,jerusalemm2,תומך בנטניהו,תומך בישראל,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,,center,"Tel Aviv, Israel",open,offline,[],"[""Illustrator"",""Figma""]","[""DevOps Engineer""]",DevOps Engineer,[],[],false,center,[],"{""primaryColor"":""#8B5CF6"",""secondaryColor"":""#10B981"",""positioning"":""right"",""theme"":""blue"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:05:54.109Z,2026-01-19T22:05:54.127Z,2026-01-19T22:05:54.109Z,0
"""696eaacac29dd0c813ccfd93""","""696eaac8c29dd0c813ccfd79""",bibix3g9302917,bibix3g9302917,bibix3g9,ישראל היא הבית שלי,תומך בנטניהו,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,,center,"Tel Aviv, Israel",open,offline,[],"[""Illustrator"",""Figma"",""React"",""AWS""]","[""Frontend Developer""]",Frontend Developer,[],[],false,center,[],"{""primaryColor"":""#8B5CF6"",""secondaryColor"":""#EC4899"",""positioning"":""left"",""theme"":""simplistic"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:06:02.347Z,2026-01-19T22:06:02.370Z,2026-01-19T22:06:02.347Z,0
"""696eaad1c29dd0c813ccfdb3""","""696eaad0c29dd0c813ccfda4""",israeli4s979,israeli4s979,israeli4s,גאה בישראל,תומך בישראל,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,,center,"Tel Aviv, Israel",open,offline,[],"[""Go"",""Docker"",""Vue""]","[""Creative Director""]",Creative Director,[],[],false,center,[],"{""primaryColor"":""#3B82F6"",""secondaryColor"":""#10B981"",""positioning"":""left"",""theme"":""portfolio"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:06:09.791Z,2026-01-19T22:06:09.807Z,2026-01-19T22:06:09.791Z,0
"""696eaadac29dd0c813ccfdee""","""696eaad9c29dd0c813ccfde3""",israeli5737899,israeli5737899,israeli57,גאה להיות ישראלי,ישראל לנצח,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,,center,"Tel Aviv, Israel",open,offline,[],"[""Docker"",""JavaScript""]","[""Software Engineer""]",Software Engineer,[],[],false,center,[],"{""primaryColor"":""#F97316"",""secondaryColor"":""#EF4444"",""positioning"":""right"",""theme"":""default"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:06:18.301Z,2026-01-19T22:06:18.322Z,2026-01-19T22:06:18.301Z,0
"""696eaae1c29dd0c813ccfe10""","""696eaae0c29dd0c813ccfe08""",israelstronggdy89155,israelstronggdy89155,israelstronggdy,תומך בישראל,תומך בישראל,"אני מעריץ של סטארביו! אני אוהב את האתר הזה, תהילה לנטניהו.",https://files.catbox.moe/aetj2v.png,center,,center,"Tel Aviv, Israel",open,offline,[],"[""Docker"",""AWS"",""Kubernetes""]","[""UX Designer""]",UX Designer,[],[],false,center,[],"{""primaryColor"":""#EC4899"",""secondaryColor"":""#8B5CF6"",""positioning"":""left"",""theme"":""modern"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.idf.il/,https://twitter.com/IDF,https://github.com/IsraeliTech,https://www.linkedin.com/company/israel-defense-forces/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:06:25.853Z,2026-01-19T22:06:25.869Z,2026-01-19T22:06:25.853Z,0
"""696eab36c29dd0c813ccfe34""","""696eab35c29dd0c813ccfe2c""",francepsat8008719,francepsat8008719,francepsat8,Vive la France!,Vive la République,"Je suis un fan de Starlit! J'adore ce site, gloire à la France et à Macron!",https://files.catbox.moe/v941zo.jpg,center,https://files.catbox.moe/v941zo.jpg,center,"Paris, France",open,offline,[],"[""Vue"",""JavaScript""]","[""Marketing Manager""]",Marketing Manager,[],[],false,center,[],"{""primaryColor"":""#F59E0B"",""secondaryColor"":""#3B82F6"",""positioning"":""left"",""theme"":""portfolio"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.gouvernement.fr/,https://twitter.com/elysee,https://github.com/FrenchTech,https://www.linkedin.com/company/gouvernement-francais/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:07:50.232Z,2026-01-19T22:07:50.248Z,2026-01-19T22:07:50.232Z,0
"""696eab4ac29dd0c813ccfe8d""","""696eab49c29dd0c813ccfe85""",francevictorytew5b09256,francevictorytew5b09256,francevictorytew5b,France forte,Soutien à la France,"Je suis un fan de Starlit! J'adore ce site, gloire à la France et à Macron!",https://files.catbox.moe/v941zo.jpg,center,https://files.catbox.moe/v941zo.jpg,center,"Paris, France",open,offline,[],"[""React""]","[""Data Scientist""]",Data Scientist,[],[],false,center,[],"{""primaryColor"":""#EF4444"",""secondaryColor"":""#6366F1"",""positioning"":""center"",""theme"":""blue"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.gouvernement.fr/,https://twitter.com/elysee,https://github.com/FrenchTech,https://www.linkedin.com/company/gouvernement-francais/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:08:10.590Z,2026-01-19T22:08:10.607Z,2026-01-19T22:08:10.590Z,0
"""696eab51c29dd0c813ccfea6""","""696eab51c29dd0c813ccfe9e""",macron20246wn80691,macron20246wn80691,macron20246wn,France éternelle,France pour toujours,"Je suis un fan de Starlit! J'adore ce site, gloire à la France et à Macron!",https://files.catbox.moe/v941zo.jpg,center,https://files.catbox.moe/v941zo.jpg,center,"Paris, France",open,offline,[],"[""Docker"",""Kubernetes"",""Figma"",""React""]","[""UX Designer""]",UX Designer,[],[],false,center,[],"{""primaryColor"":""#EF4444"",""secondaryColor"":""#F59E0B"",""positioning"":""left"",""theme"":""simplistic"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.gouvernement.fr/,https://twitter.com/elysee,https://github.com/FrenchTech,https://www.linkedin.com/company/gouvernement-francais/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:08:18.003Z,2026-01-19T22:08:18.024Z,2026-01-19T22:08:18.003Z,0
"""696eab5fc29dd0c813ccfeda""","""696eab5ec29dd0c813ccfed2""",franceheropvr369580,franceheropvr369580,franceheropvr36,France forte,Soutien à la France,"Je suis un fan de Starlit! J'adore ce site, gloire à la France et à Macron!",https://files.catbox.moe/v941zo.jpg,center,https://files.catbox.moe/v941zo.jpg,center,"Paris, France",open,offline,[],"[""Go""]","[""Backend Developer""]",Backend Developer,[],[],false,center,[],"{""primaryColor"":""#EF4444"",""secondaryColor"":""#EC4899"",""positioning"":""left"",""theme"":""default"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.gouvernement.fr/,https://twitter.com/elysee,https://github.com/FrenchTech,https://www.linkedin.com/company/gouvernement-francais/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:08:31.717Z,2026-01-19T22:08:31.736Z,2026-01-19T22:08:31.717Z,0
"""696eab67c29dd0c813ccfef3""","""696eab66c29dd0c813ccfeeb""",frenchy2n7o443451,frenchy2n7o443451,frenchy2n7o,Fier de la France,France unie,"Je suis un fan de Starlit! J'adore ce site, gloire à la France et à Macron!",https://files.catbox.moe/v941zo.jpg,center,https://files.catbox.moe/v941zo.jpg,center,"Paris, France",open,offline,[],"[""Photoshop"",""Docker"",""Python""]","[""Marketing Manager""]",Marketing Manager,[],[],false,center,[],"{""primaryColor"":""#10B981"",""secondaryColor"":""#6366F1"",""positioning"":""left"",""theme"":""portfolio"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.gouvernement.fr/,https://twitter.com/elysee,https://github.com/FrenchTech,https://www.linkedin.com/company/gouvernement-francais/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:08:39.148Z,2026-01-19T22:08:39.164Z,2026-01-19T22:08:39.148Z,0
"""696eab6ec29dd0c813ccff0c""","""696eab6dc29dd0c813ccff04""",gaullerr79065,gaullerr79065,gaullerr,Soutien à Macron,Fier d'être français,"Je suis un fan de Starlit! J'adore ce site, gloire à la France et à Macron!",https://files.catbox.moe/v941zo.jpg,center,https://files.catbox.moe/v941zo.jpg,center,"Paris, France",open,offline,[],"[""Adobe XD"",""GCP""]","[""UX Designer""]",UX Designer,[],[],false,center,[],"{""primaryColor"":""#F59E0B"",""secondaryColor"":""#EF4444"",""positioning"":""right"",""theme"":""portfolio"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.gouvernement.fr/,https://twitter.com/elysee,https://github.com/FrenchTech,https://www.linkedin.com/company/gouvernement-francais/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:08:46.554Z,2026-01-19T22:08:46.572Z,2026-01-19T22:08:46.554Z,0
"""696eac1ec29dd0c813ccffee""","""696eac1dc29dd0c813ccffe6""",franceizdlj06373,franceizdlj06373,franceizdlj,Fier d'être français,Français fier,"Je suis un fan de Starlit! J'adore ce site, gloire à la France et à Macron!",https://files.catbox.moe/v941zo.jpg,center,https://files.catbox.moe/v941zo.jpg,center,"Paris, France",open,offline,[],"[""React"",""JavaScript"",""Vue""]","[""Software Engineer""]",Product Designer,[],[],false,center,[],"{""primaryColor"":""#EF4444"",""secondaryColor"":""#10B981"",""positioning"":""center"",""theme"":""default"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.gouvernement.fr/,https://twitter.com/elysee,https://github.com/FrenchTech,https://www.linkedin.com/company/gouvernement-francais/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:11:42.521Z,2026-01-19T22:11:42.539Z,2026-01-19T22:11:42.521Z,0
"""696eac25c29dd0c813cd000b""","""696eac24c29dd0c813ccffff""",gaulledp1ip319,gaulledp1ip319,gaulledp1ip,Soutien à Macron,Soutien à la France,"Je suis un fan de Starlit! J'adore ce site, gloire à la France et à Macron!",https://files.catbox.moe/v941zo.jpg,center,https://files.catbox.moe/v941zo.jpg,center,"Paris, France",open,offline,[],"[""JavaScript""]","[""Creative Director""]",Software Engineer,[],[],false,center,[],"{""primaryColor"":""#8B5CF6"",""secondaryColor"":""#10B981"",""positioning"":""right"",""theme"":""simplistic"",""fontStyle"":""sans-serif"",""cardStyle"":""modern"",""shadowIntensity"":""medium"",""animationSpeed"":""normal"",""enableParticles"":false,""showSocialIcons"":true,""compactMode"":false,""hideStats"":false,""avatarRadius"":50,""profileOpacity"":100,""profileBlur"":0,""backgroundEffect"":""none"",""usernameEffect"":""none"",""accentColor"":""#3B82F6"",""textColor"":""#FFFFFF"",""secondaryTextColor"":""#DDDDDD"",""backgroundColor"":""#030303"",""gradientEnabled"":false,""gradientColors"":[""#3B82F6"",""#8B5CF6""],""backgroundType"":""solid"",""borderEnabled"":false,""borderColor"":""#3B82F6"",""borderRadius"":16,""aboutMeEnabled"":true,""aboutMeAdvanced"":false,""showJoinDate"":true,""timeFormat"":""12h"",""displayMode"":""absolute"",""timeSchema"":""MMM DD, YYYY, HH:mm A"",""volumeControl"":false,""titleAnimation"":""none"",""forceEnterScreen"":false,""showViews"":true,""viewsAnimation"":false,""viewsAnimationDuration"":1000,""parallaxEnabled"":false,""parallaxInverted"":false,""parallaxIntensity"":50,""allowFeedback"":false,""allowComments"":false,""commentsPublic"":false}",false,false,5,false,false,true,false,https://www.gouvernement.fr/,https://twitter.com/elysee,https://github.com/FrenchTech,https://www.linkedin.com/company/gouvernement-francais/,true,false,0,0,0,0,false,false,none,"{""unlimitedImages"":false,""customDomain"":false,""prioritySupport"":false,""analyticsAccess"":false,""customBranding"":false,""adFree"":false}",[],[],[],2026-01-19T22:11:49.878Z,2026-01-19T22:11:49.899Z,2026-01-19T22:11:49.878Z,0
